,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/4/2018 10:27:39
,     Stop Time: ~1/4/2018 11:27:39


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di11_S, Di11_H, Di12_S, Di12_H, Vi13_S, Vi13_H, Vi14_H, Vi14_S, Ri11_H, Ri11_S, Ri12_H, Ri12_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Total Counts,1126.00,45.00,2222.00,104.00,0.00,0.00,23.00,3493.00,50.00,5285.00,118.00,859.00,

 11:05:10
Interval Count,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3493.00,50.00,5285.00,118.00,945.00,

 11:05:40
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.00,0.00,181.00,0.00,174.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3631.00,50.00,5466.00,118.00,1119.00,

 11:06:11
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3631.00,50.00,5466.00,118.00,1136.00,

 11:06:41
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,111.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3631.00,73.00,5577.00,118.00,1136.00,

 11:07:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3631.00,75.00,5578.00,118.00,1136.00,

 11:07:41
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,160.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3631.00,76.00,5738.00,118.00,1136.00,

 11:08:11
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.00,0.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3734.00,76.00,5738.00,118.00,1136.00,

 11:08:41
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3769.00,76.00,5738.00,118.00,1136.00,

 11:09:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,0.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2222.00,106.00,0.00,0.00,23.00,3838.00,76.00,5738.00,118.00,1136.00,

 11:09:41
